Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,TotPop,MalePop,FemalePop,AvgHHSize,MedianHHIncome
36081005200,14000US36081005200,"Census Tract 52, Queens County, New York","Census Tract 52, Queens County, New York",ny,140,0,ACSSF,6562,36,81,5200,2701,1371,1330,3.78,59234
36081005300,14000US36081005300,"Census Tract 53, Queens County, New York","Census Tract 53, Queens County, New York",ny,140,0,ACSSF,6563,36,81,5300,4926,2434,2492,2.1,62250
36081005400,14000US36081005400,"Census Tract 54, Queens County, New York","Census Tract 54, Queens County, New York",ny,140,0,ACSSF,6564,36,81,5400,5710,2681,3029,3.51,65172
36081005500,14000US36081005500,"Census Tract 55, Queens County, New York","Census Tract 55, Queens County, New York",ny,140,0,ACSSF,6565,36,81,5500,886,475,411,2.4,60179
36081005700,14000US36081005700,"Census Tract 57, Queens County, New York","Census Tract 57, Queens County, New York",ny,140,0,ACSSF,6566,36,81,5700,4262,2300,1962,2.55,62177
36081005800,14000US36081005800,"Census Tract 58, Queens County, New York","Census Tract 58, Queens County, New York",ny,140,0,ACSSF,6567,36,81,5800,6202,2953,3249,3.22,71702
36081005900,14000US36081005900,"Census Tract 59, Queens County, New York","Census Tract 59, Queens County, New York",ny,140,0,ACSSF,6568,36,81,5900,4260,2246,2014,2.41,80194
36081006100,14000US36081006100,"Census Tract 61, Queens County, New York","Census Tract 61, Queens County, New York",ny,140,0,ACSSF,6569,36,81,6100,5750,2661,3089,2.06,64588
36081006201,14000US36081006201,"Census Tract 62.01, Queens County, New York","Census Tract 62.01, Queens County, New York",ny,140,0,ACSSF,6570,36,81,6201,6559,2915,3644,2.29,58685
36081006202,14000US36081006202,"Census Tract 62.02, Queens County, New York","Census Tract 62.02, Queens County, New York",ny,140,0,ACSSF,6571,36,81,6202,7014,3428,3586,2.82,51250
36081006300,14000US36081006300,"Census Tract 63, Queens County, New York","Census Tract 63, Queens County, New York",ny,140,0,ACSSF,6572,36,81,6300,5340,2520,2820,2.13,72264
36081006501,14000US36081006501,"Census Tract 65.01, Queens County, New York","Census Tract 65.01, Queens County, New York",ny,140,0,ACSSF,6573,36,81,6501,3472,1709,1763,2.07,63214
36081006502,14000US36081006502,"Census Tract 65.02, Queens County, New York","Census Tract 65.02, Queens County, New York",ny,140,0,ACSSF,6574,36,81,6502,3764,1758,2006,2.18,80747
36081006900,14000US36081006900,"Census Tract 69, Queens County, New York","Census Tract 69, Queens County, New York",ny,140,0,ACSSF,6575,36,81,6900,4380,2133,2247,2.37,58879
36081007100,14000US36081007100,"Census Tract 71, Queens County, New York","Census Tract 71, Queens County, New York",ny,140,0,ACSSF,6576,36,81,7100,3539,1651,1888,2.03,72302
36081007300,14000US36081007300,"Census Tract 73, Queens County, New York","Census Tract 73, Queens County, New York",ny,140,0,ACSSF,6577,36,81,7300,4330,1816,2514,2.01,69719
36081007500,14000US36081007500,"Census Tract 75, Queens County, New York","Census Tract 75, Queens County, New York",ny,140,0,ACSSF,6578,36,81,7500,4252,2057,2195,2.07,81716
36081007700,14000US36081007700,"Census Tract 77, Queens County, New York","Census Tract 77, Queens County, New York",ny,140,0,ACSSF,6579,36,81,7700,1828,965,863,2.49,81667
36081007900,14000US36081007900,"Census Tract 79, Queens County, New York","Census Tract 79, Queens County, New York",ny,140,0,ACSSF,6580,36,81,7900,3376,1664,1712,2.56,50072
36081008100,14000US36081008100,"Census Tract 81, Queens County, New York","Census Tract 81, Queens County, New York",ny,140,0,ACSSF,6581,36,81,8100,1418,726,692,2.36,57431
36081008300,14000US36081008300,"Census Tract 83, Queens County, New York","Census Tract 83, Queens County, New York",ny,140,0,ACSSF,6582,36,81,8300,2935,1521,1414,2.96,50417
36081008500,14000US36081008500,"Census Tract 85, Queens County, New York","Census Tract 85, Queens County, New York",ny,140,0,ACSSF,6583,36,81,8500,1090,548,542,2.97,43750
36081008600,14000US36081008600,"Census Tract 86, Queens County, New York","Census Tract 86, Queens County, New York",ny,140,0,ACSSF,6584,36,81,8600,2920,1503,1417,3.61,78833
36081008700,14000US36081008700,"Census Tract 87, Queens County, New York","Census Tract 87, Queens County, New York",ny,140,0,ACSSF,6585,36,81,8700,5089,2542,2547,3.39,27544
36081008800,14000US36081008800,"Census Tract 88, Queens County, New York","Census Tract 88, Queens County, New York",ny,140,0,ACSSF,6586,36,81,8800,3772,1845,1927,3.21,86731
36081009100,14000US36081009100,"Census Tract 91, Queens County, New York","Census Tract 91, Queens County, New York",ny,140,0,ACSSF,6587,36,81,9100,2657,1413,1244,2.23,65354
36081009400,14000US36081009400,"Census Tract 94, Queens County, New York","Census Tract 94, Queens County, New York",ny,140,0,ACSSF,6588,36,81,9400,2717,1350,1367,3.5,53674
36081009500,14000US36081009500,"Census Tract 95, Queens County, New York","Census Tract 95, Queens County, New York",ny,140,0,ACSSF,6589,36,81,9500,2521,1307,1214,2.71,68621
36081009600,14000US36081009600,"Census Tract 96, Queens County, New York","Census Tract 96, Queens County, New York",ny,140,0,ACSSF,6590,36,81,9600,4006,2063,1943,4.2,87880
36081009700,14000US36081009700,"Census Tract 97, Queens County, New York","Census Tract 97, Queens County, New York",ny,140,0,ACSSF,6591,36,81,9700,3561,1932,1629,2.55,87034
36081009800,14000US36081009800,"Census Tract 98, Queens County, New York","Census Tract 98, Queens County, New York",ny,140,0,ACSSF,6592,36,81,9800,2859,1413,1446,4.17,66000
36081009900,14000US36081009900,"Census Tract 99, Queens County, New York","Census Tract 99, Queens County, New York",ny,140,0,ACSSF,6593,36,81,9900,0,0,0,,
36081010000,14000US36081010000,"Census Tract 100, Queens County, New York","Census Tract 100, Queens County, New York",ny,140,0,ACSSF,6594,36,81,10000,4485,2327,2158,4.32,92816
36081010100,14000US36081010100,"Census Tract 101, Queens County, New York","Census Tract 101, Queens County, New York",ny,140,0,ACSSF,6595,36,81,10100,2490,1151,1339,2.4,63309
36081010200,14000US36081010200,"Census Tract 102, Queens County, New York","Census Tract 102, Queens County, New York",ny,140,0,ACSSF,6596,36,81,10200,3085,1399,1686,4.05,52443
36081010300,14000US36081010300,"Census Tract 103, Queens County, New York","Census Tract 103, Queens County, New York",ny,140,0,ACSSF,6597,36,81,10300,3837,1860,1977,2.16,64189
36081010400,14000US36081010400,"Census Tract 104, Queens County, New York","Census Tract 104, Queens County, New York",ny,140,0,ACSSF,6598,36,81,10400,3556,1690,1866,3.69,67589
36081010500,14000US36081010500,"Census Tract 105, Queens County, New York","Census Tract 105, Queens County, New York",ny,140,0,ACSSF,6599,36,81,10500,4091,1941,2150,2.42,48030
36081010600,14000US36081010600,"Census Tract 106, Queens County, New York","Census Tract 106, Queens County, New York",ny,140,0,ACSSF,6600,36,81,10600,4161,1995,2166,4.75,64716
36081010701,14000US36081010701,"Census Tract 107.01, Queens County, New York","Census Tract 107.01, Queens County, New York",ny,140,0,ACSSF,6601,36,81,10701,0,0,0,,
36081010800,14000US36081010800,"Census Tract 108, Queens County, New York","Census Tract 108, Queens County, New York",ny,140,0,ACSSF,6602,36,81,10800,3536,1782,1754,4.3,59779
36081011000,14000US36081011000,"Census Tract 110, Queens County, New York","Census Tract 110, Queens County, New York",ny,140,0,ACSSF,6603,36,81,11000,3426,1692,1734,3.99,71776
36081011100,14000US36081011100,"Census Tract 111, Queens County, New York","Census Tract 111, Queens County, New York",ny,140,0,ACSSF,6604,36,81,11100,3419,1671,1748,2.76,71570
36081011200,14000US36081011200,"Census Tract 112, Queens County, New York","Census Tract 112, Queens County, New York",ny,140,0,ACSSF,6605,36,81,11200,2321,1086,1235,3.6,54113
36081011300,14000US36081011300,"Census Tract 113, Queens County, New York","Census Tract 113, Queens County, New York",ny,140,0,ACSSF,6606,36,81,11300,4554,2357,2197,2.52,72861
36081011400,14000US36081011400,"Census Tract 114, Queens County, New York","Census Tract 114, Queens County, New York",ny,140,0,ACSSF,6607,36,81,11400,1277,608,669,3.81,42321
36081011500,14000US36081011500,"Census Tract 115, Queens County, New York","Census Tract 115, Queens County, New York",ny,140,0,ACSSF,6608,36,81,11500,2252,1179,1073,2.26,74688
36081011600,14000US36081011600,"Census Tract 116, Queens County, New York","Census Tract 116, Queens County, New York",ny,140,0,ACSSF,6609,36,81,11600,2226,1127,1099,3.96,64167
36081011700,14000US36081011700,"Census Tract 117, Queens County, New York","Census Tract 117, Queens County, New York",ny,140,0,ACSSF,6610,36,81,11700,3866,2124,1742,2.51,59934
36081011800,14000US36081011800,"Census Tract 118, Queens County, New York","Census Tract 118, Queens County, New York",ny,140,0,ACSSF,6611,36,81,11800,2644,1364,1280,3.78,56921
36081011900,14000US36081011900,"Census Tract 119, Queens County, New York","Census Tract 119, Queens County, New York",ny,140,0,ACSSF,6612,36,81,11900,1565,808,757,2.27,63750
36081012000,14000US36081012000,"Census Tract 120, Queens County, New York","Census Tract 120, Queens County, New York",ny,140,0,ACSSF,6613,36,81,12000,2456,1317,1139,3.94,46071
36081012100,14000US36081012100,"Census Tract 121, Queens County, New York","Census Tract 121, Queens County, New York",ny,140,0,ACSSF,6614,36,81,12100,2241,1091,1150,2.42,60119
36081012200,14000US36081012200,"Census Tract 122, Queens County, New York","Census Tract 122, Queens County, New York",ny,140,0,ACSSF,6615,36,81,12200,3293,1632,1661,4.32,61563
36081012301,14000US36081012301,"Census Tract 123.01, Queens County, New York","Census Tract 123.01, Queens County, New York",ny,140,0,ACSSF,6616,36,81,12301,2812,1340,1472,2.46,83155
36081012400,14000US36081012400,"Census Tract 124, Queens County, New York","Census Tract 124, Queens County, New York",ny,140,0,ACSSF,6617,36,81,12400,3096,1437,1659,3.75,69265
36081012500,14000US36081012500,"Census Tract 125, Queens County, New York","Census Tract 125, Queens County, New York",ny,140,0,ACSSF,6618,36,81,12500,1883,981,902,2.66,77011
